"Existing
PO Number",PO Description (optional),Buyer ,Vendor Name,VENDOR_SITE_CODE,Ship to,Bill To,PO Currency,PAYMENT TERMS,Freight Terms/ Incoterms,"Carrier
Freight Payment Terms","FOB 
Destination / Origin",Note To Receiver (optional),Note to Supplier (optional),Line#,LINE_TYPE,ITEM,ITEM REVISION,"Category
(see note#1)","Line Description 
(see note# 1)",UOM,UNIT PRICE,Supplier item (optional),SHIPMENT#,open quantity,NEED BY DATE,PROMISED_DATE,RECEIPT REQUIRED? ,TAX_CODE,"Charge Account
(see note#1)",Vendor Site ID,Consigned (Yes/No),Plant Code,PR#,PR Item,Requestor,PR Text,Cost Center Code,Cost Center,Asset NO,APL Stauts,Vendor ID, Internal Order#
4500394326,,Xiaoxin Yuan,WuHan GangXinYouLian steel trade limited,,"1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN","1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN",CNY,N090,DEW,,Guangzhou,,,10,NB Standard PO,66499163,A,,,EA,0.4000,,,8000.000,12-12-2024,12-12-2024,,13 %,,,No,2030,0011162663,10,尹碧华,,#N/A,,,已纳入APL,0008102274,
4500394326,,Xiaoxin Yuan,WuHan GangXinYouLian steel trade limited,,"1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN","1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN",CNY,N090,DEW,,Guangzhou,,,20,NB Standard PO,66499141,A,,,EA,1.0000,,,2000.000,12-12-2024,12-12-2024,,13 %,,,No,2030,0011162663,20,尹碧华,,#N/A,,,已纳入APL,0008102274,
4500394333,,Owen Zheng,"Orte Photonics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,100,NB Standard PO,P6111899,K,,,EA,83.8200,,,322.000,03-01-2025,02-01-2025,,13 %,,,No,1000,0011162112,90,计划+陈孙玉,,#N/A,,,已纳入APL,0008101412,
4500394436,,Da Wei,"2040COHERENT ADVANCED COATING CENTER, INC.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Santa Rosa,,,90,NB Standard PO,65929094-1,A,,,EA,8.0500,,,47.000,03-01-2025,23-12-2024,,0 %,,,No,1000,0011162721,20,计划+王炳淋,,#N/A,,,已纳入APL,0000002040,
4500394460,,Yangbin Wang,"Fuzhou Shengdahong plastic Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,30080373,A,,,BAG,3.5000,,,600.000,31-12-2024,31-12-2024,,13 %,,,No,1000,0011162830,200,集中+何东升,,#N/A,,,已纳入APL,0008100030,
4500394499,,Ealon Yu,"Shen Zhen OVID Machinery-ElectronCo.,Ltd",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N060,FCA,,FCA Hong Kong,,,10,NB Standard PO,P0803061,02,,,EA,0.1500,,,100000.000,30-12-2024,30-12-2024,,0 %,,,No,5210,0011160623,10,王丽娜,,#N/A,,,已纳入APL,0008200642,
4500394505,,Xiaodong Zhuang,"Fuzhou Shenhui Chemical Instrument & Equipment Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,10016620,,,,EA,6.8400,,,100.000,10-12-2024,10-12-2024,,13 %,,,No,1000,0011162830,470,集中+何东升,,#N/A,,,,0008100029,
4500394521,,Xiaodong Zhuang,Fuzhou taijiang weida trading co. LTD,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z030,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30083789,,,,EA,7.4000,,,3000.000,30-12-2024,30-12-2024,,13 %,,,No,1000,0011162830,350,集中+何东升,,#N/A,,,已纳入APL,0008103816,
4500394558,,Oliva Chen,"Suzhou Putin Vacuum -Tech Co., Ltd.",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30171763,,,,KG,3292.0400,,,10.000,19-12-2024,19-12-2024,,13 %,,,No,7000,0011163442,10,PIC-陈晓燕,,#N/A,,,,0008100526,
4500394559,,Jane Wang,"Fuzhou Cangshan Fucan Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32301830,,,,KG,2.7000,,,2300.000,01-01-2025,01-01-2025,,13 %,,,No,4010,0011162838,200,计划+刘清,,#N/A,,,已纳入APL,0008100634,
4500394621,,Xiuhua Jiang,Fuzhou development zone fuxin photoelectric instrument factory,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,32486852,A,,,EA,1.3000,,,50.000,20-12-2024,20-12-2024,,13 %,,,No,2000,0011162844,10,平面+姜静静,,#N/A,,,已纳入APL,0008100053,
4500394644,,Yangbin Wang,"Fuzhou hualu electronic technologyCo., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30240007,B,,,EA,1.0850,,,5000.000,13-01-2025,13-01-2025,,13 %,,,No,1000,0011163578,10,计划+王炳淋,,#N/A,,,已纳入APL,0008101954,
4500394683,,Owen Zheng,"Orte Photonics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,65297247,H,,,EA,0.0000,,,2140.000,26-12-2024,26-12-2024,,13 %,,,Yes,1000,0011162680,30,计划+陈孙玉,,#N/A,,,已纳入APL,0008101412,
4500394726,,Jody Zhong,Coherent Corp.,,"FLOOR 2,BUILDING 1,NO.318 FUGUANG ROADJINAN DISTRICT,FUZHOU,FUJIAN 350014 CHINA",BLOCK D01~02 NO.5XING HAN ST SUZHOUINDUSTRIAL PARK SUZHOU 215021 CHINA,USD,N030,DAP,,,,,10,NB Standard PO,5217092,,,,EA,38.0000,,,500.000,11-12-2024,11-12-2024,,0 %,,,No,7010,0011163677,10,物料计划BOM料,,,,,,000000Z003,
4500394729,,Jane Wang,"Fuzhou United-Creation M&E Equipment Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z030,DEW,,,,,20,NB Standard PO,19133355,,,,EA,21.2400,,,50.000,30-12-2024,30-12-2024,,13 %,,,No,4010,0011162697,40,内设+张翔,,#N/A,,,,0008100068,
4500394729,,Jane Wang,"Fuzhou United-Creation M&E Equipment Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z030,DEW,,,,,30,NB Standard PO,19133366,,,,EA,33.6300,,,100.000,30-12-2024,30-12-2024,,13 %,,,No,4010,0011162697,50,内设+张翔,,#N/A,,,,0008100068,
4500394740,,David Qu,Fabrinet,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N090,EXW,,THAILAND,,,10,NB Standard PO,PA513917,,,,EA,221.1600,,,51.000,07-01-2025,27-12-2024,,0 %,,,No,1000,0011162488,40,计划+林钰佳,,#N/A,,,已纳入APL,0008200050,
4500394746,,Marina Ni,II-VI Laser Enterprise Gmbh,,"Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China","Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,EXW,,Ex-Works,,End User: Milli-Tech Electronics Ltd.,10,NB Standard PO,CMDFB1030A,,,,EA,449.1600,,,15.000,06-12-2024,06-12-2024,,0 %,,,No,8600,0011163737,10,物料计划BOM料,,,,,,000000Z011,
4500394761,,Yanping Chen,II-VI Laser Enterprise Gmbh,,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N030,EXW,,Ex-Works,,,10,NB Standard PO,1442718,,,,EA,88.2800,,,600.000,06-01-2025,06-01-2025,,0 %,,,No,5210,0011163557,10,Elaine,,#N/A,,,已纳入APL,000000Z011,
4500394790,,Marina Ni,II-VI Laser Enterprise Gmbh,,,"Unit 1402, 14th Floor, Henley Building, No. 5 Queen's Road Central, Hong Kong",USD,N030,EXW,,Ex-Works,,End User: MILLI-TECH ELECTRONICS LIMITED,10,NB Standard PO,APA4401120001,,,,EA,23.0000,,,2000.000,20-12-2024,20-12-2024,,0 %,,,No,8800,0011163762,10,Intercompany,,,,,,000000Z011,
4500394792,,Nancy Wang,Corning Specialty Materials Inc.,,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,N060,EXW,,HONGKONG,,,10,NB Standard PO,32371668-3,,,,EA,0.0000,,,90000.000,31-01-2025,31-01-2025,,0 %,,,No,4020,0011162839,10,计划+刘清,,#N/A,,,已纳入APL,0008200141,
4500394796,,Nancy Wang,Xiamen Camphill Technology Co. Ltd.,,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z030,DEW,,,,,20,NB Standard PO,10004946,,,,EA,0.2800,,,12000.000,22-12-2024,22-12-2024,,13 %,,,No,4010,0011162838,260,计划+刘清,,#N/A,,,已纳入APL,0008100559,
4500394811,,Shaohong Liu,"Fujian Yilianxin Electronics Tech Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,20248565,,,,EA,178.7600,,,12.000,30-12-2024,30-12-2024,,13 %,,,No,4010,0011162838,470,计划+刘清1,,#N/A,,,,0008101711,
4500394830,,Marina Ni,II-VI Laser Enterprise Gmbh,,"Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China","Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,CIF,,Fuzhou,,"End User: Xinghan Laser Technology Co., Ltd.",10,NB Standard PO,1485328,,,,EA,29.1600,,,1000.000,21-02-2025,21-02-2025,,0 %,,,No,8600,0011163783,10,物料计划BOM料,,,,,,000000Z011,
4500394849,,Sharen.Li,"Shenzhen ZhanFan General EnvironmentService Co.,Ltd",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",CNY,Z060,,,,,,10,NB Standard PO,CLN0020,,,,BOT,18.8700,,,20.000,26-12-2024,26-12-2024,,13 %,,,No,5210,0011162449,10,王丽娜,,#N/A,,,,0008102590,
4500394851,,Sharen.Li,"Chaozhou Three-circle (Group) Co.,Ltd.",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N090,,,,,,20,NB Standard PO,P0805845,02,,,EA,0.1300,,,200000.000,30-12-2024,30-12-2024,,0 %,,,No,5210,0011163759,10,王丽娜,,#N/A,,,已纳入APL,0008201039,
4500394884,,Owen Zheng,Infinity Fibercom Ltd,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z045,,,,,,50,NB Standard PO,65687824,,,,EA,6.8600,,,35500.000,08-01-2025,06-01-2025,,13 %,,,No,1000,0011162685,10,计划+王炳淋,,#N/A,,,已纳入APL,0008104055,
4500394884,,Owen Zheng,Infinity Fibercom Ltd,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z045,,,,,,60,NB Standard PO,65687835,,,,EA,6.8600,,,35500.000,08-01-2025,06-01-2025,,13 %,,,No,1000,0011162685,20,计划+王炳淋,,#N/A,,,已纳入APL,0008104055,
4500394884,,Owen Zheng,Infinity Fibercom Ltd,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z045,,,,,,70,NB Standard PO,65687846,,,,EA,6.8600,,,35500.000,08-01-2025,06-01-2025,,13 %,,,No,1000,0011162686,10,计划+王炳淋,,#N/A,,,已纳入APL,0008104055,
4500394884,,Owen Zheng,Infinity Fibercom Ltd,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z045,,,,,,80,NB Standard PO,65687857,,,,EA,6.8600,,,35500.000,08-01-2025,06-01-2025,,13 %,,,No,1000,0011162686,20,计划+王炳淋,,#N/A,,,已纳入APL,0008104055,
4500394889,,Thomas Zhang,"Shenzhen  TW  Scitech  Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32190306,A,,,EA,0.0000,,,30000.000,02-01-2025,30-12-2024,,13 %,,,Yes,2000,0011163437,10,光纤+计划陈美华,,#N/A,,,已纳入APL,0008101735,
4500394913,,Yangbin Wang,"Wuhan Tian Qin Century packaging Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32479092,A,,,EA,2.8000,,,500.000,25-12-2024,24-12-2024,,13 %,,,No,1000,0011163820,10,计划+唐学涛,,#N/A,,,已纳入APL,0008101438,
4500394927,,Liangsi Luo,"Dongguan Xiangtong Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32470912,B,,,EA,67.5000,,,600.000,17-01-2025,17-01-2025,,13 %,,,No,2000,0011162689,10,NPI+计划真敏章,,#N/A,,,工程验证,0008103832,
4500394929,,Ellen Dai,"Tianjin trillion yi jing ding technology co.,ltd.",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,140,NB Standard PO,720007183,,,,EA,3.0700,,,1000.000,23-12-2024,23-12-2024,,13 %,,,No,7000,0011163545,140,Plan Sunjg,,#N/A,,,,0008104409,
4500394931,,Ellen Dai,"FuZhou JingJia Trading Co., Ltd.",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32438365,,,,PAK,138.0000,,,30.000,18-12-2024,18-12-2024,,13 %,,,No,7000,0011163612,10,PIC-戴容容,,#N/A,,,,0008100369,
4500394931,,Ellen Dai,"FuZhou JingJia Trading Co., Ltd.",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,32443547,,,,PAK,138.0000,,,150.000,14-12-2024,14-12-2024,,13 %,,,No,7000,0011163612,20,PIC-戴容容,,#N/A,,,,0008100369,
4500394934,,Ellen Dai,"Suzhou Taigeng Industrial Group Co., Ltd",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,20,NB Standard PO,32419946,,,,EA,10.4700,,,300.000,14-12-2024,14-12-2024,,13 %,,,No,7000,0011163731,20,PIC-戴容容,,#N/A,,,,0008104437,
4500394935,,Ellen Dai,"Suzhou Taiqi Precision Technology Co., L",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,10,NB Standard PO,30172410,,,,EA,0.7300,,,6000.000,14-12-2024,14-12-2024,,13 %,,,No,7000,0011163732,10,PIC-戴容容,,#N/A,,,,0008104524,
4500394935,,Ellen Dai,"Suzhou Taiqi Precision Technology Co., L",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,20,NB Standard PO,30172731,,,,EA,0.8500,,,8000.000,14-12-2024,14-12-2024,,13 %,,,No,7000,0011163732,20,PIC-戴容容,,#N/A,,,,0008104524,
4500394937,,Ellen Dai,"Suzhou YouHennuo Electromechanical Technology Co., Ltd",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,20,NB Standard PO,30171512,,,,ROL,12.6500,,,62.000,11-12-2024,11-12-2024,,13 %,,,No,7000,0011163734,20,PIC-戴容容,,#N/A,,,,0008104517,
4500394947,,Xiaoping Huang,"Nanjing ren da photoelectric material Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32139101,,,,KG,157.0000,,,50.000,10-01-2025,08-01-2025,,13 %,,,No,2000,0011163768,10,公共+计划邱萍英,,#N/A,,,已纳入APL,0008100501,
4500393004,,Yangbin Wang,"Fuzhou hualu electronic technologyCo., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,30240018,B,,,EA,1.1600,,,10000.000,06-01-2025,06-01-2025,,13 %,,,No,1000,0011160355,20,计划+王炳淋,,#N/A,,,已纳入APL,0008101954,
4500393014,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,70,NB Standard PO,20636265,A,,,EA,488.2400,,,20.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011160207,20,HELIOS+镀膜,,#N/A,,,,0008103073,
4500393029,,Da Wei,"Zhejiang xintai communication technology co.,LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,66503699,A0,,,EA,2.4800,,,4200.000,02-01-2025,27-12-2024,,13 %,,,No,1001,0011160234,20,TBU ISO+何秀平,,#N/A,,,工程验证,0008100963,
4500393035,,Xiuhua Jiang,Fuzhou Hongwei Plastics Ltd.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,66504380,A0,,,EA,4.2000,,,2400.000,16-12-2024,16-12-2024,,13 %,,,No,1000,0011160202,10,计划+钟银秀,,#N/A,,,已纳入APL,0008100073,
4500393049,,Lin Zhuang,"Fuzhou Photop Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,66420783,C1,,,EA,1425.0000,,,50.000,30-12-2024,30-12-2024,,13 %,,,No,1000,0011160353,10,计划+唐学涛,,#N/A,,,,0000002000,
4500393051,,Lin Zhuang,"Fujian ronder optics co.,ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,,,,,,10,NB Standard PO,66271422,A,,,EA,81.0000,,,100.000,30-11-2024,28-11-2024,,13 %,,,No,1000,0011160188,10,计划+王炳淋,,#N/A,,,已纳入APL,0008105046,
4500393058,,Kelly Chen,"Shenzhen Zhongjun Tech Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,P6115452,C,,,EA,158.0000,,,19.000,06-01-2025,30-12-2024,,13 %,,,No,1000,0011160004,60,计划+陈孙玉,,#N/A,,,已纳入APL,0008101899,
4500393058,,Kelly Chen,"Shenzhen Zhongjun Tech Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,P6115475,C,,,EA,60.0000,,,18.000,06-01-2025,30-12-2024,,13 %,,,No,1000,0011160004,70,计划+陈孙玉,,#N/A,,,已纳入APL,0008101899,
4500393078,,Marina Ni,II-VI Laser Enterprise Gmbh,,,"Unit 1402, 14th Floor, Henley Building, No. 5 Queen's Road Central, Hong Kong",USD,N030,EXW,,Ex-Works,,End User: Cloud Light Technology Limited,40,NB Standard PO,1452523,,,,EA,2.9400,,,20000.000,10-01-2025,10-01-2025,,0 %,,,No,8800,0011165743,10,Intercompany,,,,,,000000Z011,
4500393127,,Xiuhua Jiang,"Fuzhou Shengdahong plastic Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30010822,,,,BAG,1.7900,,,2000.000,15-01-2025,15-01-2025,,13 %,,,No,2000,0011160387,70,仓库+王金霞,,#N/A,,,已纳入APL,0008100030,
4500393130,,Xiuhua Jiang,"Fuzhou Guang Hao Light Industry Products Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30010154,A,,,EA,0.1794,,,30000.000,15-02-2025,15-02-2025,,3 %,,,No,2000,0011160387,60,仓库+王金霞,,#N/A,,,已纳入APL,0008100352,
4500393147,,Thomas Zhang,COMMSCOPE TECHNOLOGIES LLC,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N045,FCA,,USA,,,10,NB Standard PO,32314331-1,A,,,EA,3.1081,,,1600.000,10-01-2025,20-12-2024,,0 %,,,No,1000,0011160257,40,计划+唐学涛,,#N/A,,,有条件纳入APL,0008201624,
4500393168,,Marina Ni,Coherent Corp.,,"FLOOR 2,BUILDING 1,NO.318 FUGUANG ROADJINAN DISTRICT,FUZHOU,FUJIAN 350014 CHINA",BLOCK D01~02 NO.5XING HAN ST SUZHOUINDUSTRIAL PARK SUZHOU 215021 CHINA,USD,N030,DAP,,,,"II-VI INFRARED LASER (SUZHOU) CO.,LTD",20,NB Standard PO,872093,,,,EA,104.0000,,,200.000,18-12-2024,18-12-2024,,0 %,,,No,7010,0011160808,20,sales+rita,,#N/A,,,,000000Z003,
4500393177,,Sharen.Li,"CYG Electronics (Dongguan) Co., Ltd.",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,E2100260,,,,M,0.8500,,,21045.000,20-12-2024,20-12-2024,,13 %,,,No,5210,0011160154,30,王丽娜,,#N/A,,,已纳入APL,0008101593,
4500393189,,Sharen.Li,"Shenzhen ZhanFan General EnvironmentService Co.,Ltd",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",CNY,Z060,,,,,,10,NB Standard PO,CLN0001,,,,EA,10.0000,,,1000.000,05-12-2024,05-12-2024,,13 %,,,No,5210,0011154428,100,王丽娜,,#N/A,,,已纳入APL,0008102590,
4500393189,,Sharen.Li,"Shenzhen ZhanFan General EnvironmentService Co.,Ltd",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",CNY,Z060,,,,,,20,NB Standard PO,CLN0002,,,,EA,0.4500,,,2000.000,05-12-2024,05-12-2024,,13 %,,,No,5210,0011154428,110,王丽娜,,#N/A,,,,0008102590,
4500393208,,Owen Zheng,"Dongguan Xiangtong Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,32492242,A,,,EA,1.2700,,,2512.000,11-12-2024,09-12-2024,,13 %,,,No,1000,0011160007,20,计划+王炳淋,,#N/A,,,有条件纳入APL,0008103832,
4500393247,,Da Wei,"2040COHERENT ADVANCED COATING CENTER, INC.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Santa Rosa,,,60,NB Standard PO,66413358-1,A,,,EA,5.5500,,,445.000,13-01-2025,13-01-2025,,0 %,,,No,1000,0011160790,50,计划+王炳淋,,#N/A,,,已纳入APL,0000002040,
4500393271,,Yan Li,"II-VI VIETNAM CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Vietnam,,,10,NB Standard PO,66285924,B,,,EA,108.0100,,,20.000,14-01-2025,06-01-2025,,0 %,,,No,2000,0011160856,10,明月+计划吴芳,,#N/A,,,已纳入APL,0000002010,
